molecule_chembl_id,canonical_smiles,standard_value,actual,predicted
CHEMBL5523643,CCOC(=O)/C(=N\Nc1ccc(S(=O)(=O)Nc2nc(C)cc(C)n2)cc1)C(=O)NNc1ccccc1,150,active,inactive
CHEMBL5532070,CCOC(=O)c1ccc(NC(=O)c2ccc(NC(=O)CN3C(=O)S/C(=C\c4ccccc4)C3=O)cc2)cc1,220,active,active
CHEMBL5532112,Cc1cc(Oc2ncnc3sc4c(c23)CCCCC4)ccc1Cl,1230,active,inactive
CHEMBL5542165,CCOc1cccc2cc(/C(C)=N/Nc3nc(-c4ccccc4)cs3)c(=O)oc12,68.6,active,active
CHEMBL5542272,Cc1c2ccc(Nc3ccnc(Nc4ccc(OCCCCCCC(=O)NO)cc4)n3)cc2nn1C,32,active,active
CHEMBL5542537,O=C(CN1CCN(c2cc(=O)[nH]c3c(-c4ccccc4)cccc23)CC1)Nc1ccc(F)cc1,38.76,active,active
CHEMBL5542951,Cc1cc(NS(=O)(=O)c2ccc(NN=C3C(=O)NNC3=O)cc2)no1,150,active,inactive
CHEMBL5549937,COCCOc1cc2ncnc(Nc3ccc(NC(=O)CC(=O)Nc4ccc(F)cc4)cc3F)c2c2c1OCCO2,4.8,active,active
CHEMBL5555496,COc1ccc(-c2nc3c4cc(-c5ccc(OC)cc5)oc4ccn3n2)cc1,57960,active,active
CHEMBL5555546,Cc1[nH]c2ncnc(Nc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)c(F)c3)c2c1C,52.4,active,active
CHEMBL5558572,C/C(=N\N1C(=O)CNC1=S)c1ccc(O)cc1O,25140,active,active
CHEMBL5559205,C/C(=N\NC(=O)c1ccccc1O)c1ccc(NC(=O)CSc2nc3ccccc3c(=O)n2-c2ccccc2)cc1,340,active,inactive
CHEMBL5559400,Cc1ccc2oc(CCCC(=O)Nc3ccc(S(=O)(=O)NC(=O)NC4CCCCC4)cc3)nc2c1,70,active,active
CHEMBL5563765,Cc1ccc(-c2c[nH]c3ccnc(Nc4ccc(Oc5ccnc6cc(OCC(C)(C)O)ccc56)c(F)c4)c3c2=O)cc1,62.29,active,active
CHEMBL5563972,Cn1cc(-c2ccc3c(c2)ncn3-c2ccc(CC(=O)Nc3cc(C(C)(C)C)on3)cc2)cn1,1,active,active
CHEMBL5565160,Cc1cc(NS(=O)(=O)c2ccc(N3C(=O)/C(=C/c4c[nH]c5ccccc45)N=C3c3ccccc3)cc2)no1,70,active,active
CHEMBL5565371,CN(C)c1ccc(/C=C2\N=C(c3ccccc3)N(c3ccc(S(N)(=O)=O)cc3)C2=O)cc1,200,active,inactive
CHEMBL5565430,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,1170,active,active
CHEMBL5565630,COc1cc2ncnc(Oc3ccc(Nc4nccc5c4c(=O)c(-c4cccc(C)c4)cn5C)cc3F)c2cc1OC,3000,active,inactive
CHEMBL5565651,N#Cc1c(-c2ccc(Cl)cc2Cl)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,860,active,active
CHEMBL5566160,Cc1cc(NS(=O)(=O)c2ccc(N3C(=O)/C(=C/c4c[nH]c5ccccc45)N=C3c3ccc(Cl)cc3)cc2)no1,1610,active,active
CHEMBL5567975,CCOc1cccc2cc(/C(C)=N/Nc3nc(-c4ccc(F)cc4)cs3)c(=O)oc12,32.1,active,active
CHEMBL5568824,COc1cc(-c2cc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc(O)c2C#N)cc(OC)c1OC,320,active,active
CHEMBL5569183,CCn1cc(-c2ccc(C)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,3000,active,active
CHEMBL5569411,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5[nH]cc(-c6ccc(Br)cc6)c(=O)c45)cc3F)ccnc2c1,76.1,active,inactive
CHEMBL5569554,CCn1cc(-c2cccc(C)c2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,3000,active,active
CHEMBL5570858,Cc1cc(NS(=O)(=O)c2ccc(N3C(=O)/C(=C/c4ccc(N(C)C)cc4)N=C3c3ccc(Cl)cc3)cc2)no1,110,active,active
CHEMBL5570992,CC(C)(O)COc1ccc2c(Oc3ccc(Nc4nccc5[nH]cc(-c6ccc(Cl)cc6)c(=O)c45)cc3F)ccnc2c1,62.8,active,inactive
CHEMBL5571226,COCCn1cc(-c2ccc(C)c(C)c2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,3000,active,active
CHEMBL5571237,CCOC(=O)c1c(C)oc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C)c(Cl)c4)cc3)c12,122,active,active
CHEMBL5571331,N#Cc1c(-c2cc(Br)c(O)c(Br)c2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,290,active,active
CHEMBL5572307,COCCn1cc(-c2cccc(C)c2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,3000,active,active
CHEMBL5572334,CN(C)c1ccc(/C=C2\N=C(c3ccccc3)N(c3ccc(C(=O)OCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc3)C2=O)cc1,20,active,active
CHEMBL5572537,CCc1ccc(-c2c[nH]c3ccnc(Nc4ccc(Oc5ccnc6cc(OCC(C)(C)O)ccc56)c(F)c4)c3c2=O)cc1,164,active,active
CHEMBL5572673,COc1cc2ncnc(Oc3ccc(Nc4nccc5[nH]cc(-c6cccc(C)c6)c(=O)c45)cc3F)c2cc1OC,359.8,active,inactive
CHEMBL5572702,N#Cc1c(-c2ccc(Cl)c(Cl)c2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,1420,active,active
CHEMBL5573432,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)cc3)N(c3ccc(S(=O)(=O)Nc4nccs4)cc3)C2=O)cc1,100,active,active
CHEMBL5573640,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)cc3)N(c3ccc(C(=O)OCC(=O)Nc4ccc(S(N)(=O)=O)cc4)cc3)C2=O)cc1,360,active,active
CHEMBL5574134,COCCn1cc(-c2ccc(C)cc2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,3000,active,active
CHEMBL5574586,N=c1c2cc(-c3ccccc3)oc2ncn1/N=C/c1ccc(Br)cc1,41.4,active,active
CHEMBL5574727,N#Cc1c(-c2ccc(Cl)cc2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,1580,active,active
CHEMBL5574737,COc1ccc(-c2cc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc(O)c2C#N)cc1,1100,active,active
CHEMBL5574745,Cc1ccc(-c2cc(-c3ccc(NC(=O)Nc4ccccc4)cc3)nc(O)c2C#N)cc1,310,active,active
CHEMBL5574768,Cc1cccc(-c2c[nH]c3ccnc(Nc4ccc(Oc5ccnc6cc(OCC(C)(C)O)ccc56)c(F)c4)c3c2=O)c1,34.2,active,active
CHEMBL5575208,N#Cc1c(-c2cccnc2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,850,active,active
CHEMBL5575269,Cc1ccc(-c2c[nH]c3ccnc(Nc4ccc(Oc5ccnc6cc(OCC(C)(C)O)ccc56)c(F)c4)c3c2=O)cc1C,86.3,active,active
CHEMBL5575859,Cc1cc(NS(=O)(=O)c2ccc(N3C(=O)/C(=C/c4ccc(N(C)C)cc4)N=C3c3ccccc3)cc2)no1,140,active,active
CHEMBL5575968,COc1ccc(-c2c[nH]c3ccnc(Nc4ccc(Oc5ccnc6cc(OCC(C)(C)O)ccc56)c(F)c4)c3c2=O)cc1,59.5,active,inactive
CHEMBL5579755,N#Cc1c(-c2ccc3ccccc3c2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,1580,active,active
CHEMBL5583996,N#Cc1c(-c2cccc(Cl)c2Cl)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,920,active,active
CHEMBL5590777,Cn1ccc([C@H]2C[C@H](N(c3cc(F)c(NC(=O)c4ccnn(-c5ccc(F)cn5)c4=O)cc3F)c3nccn4nccc34)C2)n1,5000,active,active
CHEMBL5591579,Cc1nc2ccccc2n(CC(=O)Nc2ccc(C(=O)Nc3cccc(Cl)c3)cc2)c1=O,2.7,active,inactive
CHEMBL5591687,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)cc3)N(c3ccc(S(N)(=O)=O)cc3)C2=O)cc1,100,active,inactive
CHEMBL5592453,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc2c(c1)CCN2C(=O)CN1CCOCC1)c1ccccc1,110,active,active
CHEMBL5592551,O=C1Nc2ccccc2/C1=C/c1ccc(OCC(=O)c2ccc(Br)cc2)cc1,5750,active,inactive
CHEMBL5593609,N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,35,active,active
CHEMBL5594055,CCn1cc(-c2cccc(C)c2)c(=O)c2c(Nc3ccc(Oc4ncnc5cc(OC)c(OC)cc45)c(F)c3)nccc21,3000,active,inactive
CHEMBL5594061,N#Cc1c(-c2c[nH]c3ccccc23)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,24,active,active
CHEMBL5595200,COc1cc2ncnc(Oc3ccc(Nc4nccc5c4c(=O)c(-c4ccc(C)cc4)cn5C)cc3F)c2cc1OC,3000,active,inactive
CHEMBL5595346,N#Cc1c(-c2ccccc2)cc(-c2ccc(NC(=O)Nc3ccccc3)cc2)nc1O,750,active,active
CHEMBL5595500,C[C@@H](Oc1ccc2[nH]nc(-c3ccc(N4CC5(C4)CN(S(C)(=O)=O)C5)nc3)c2c1)c1c(Cl)cncc1Cl,325,active,inactive
CHEMBL5595612,CCn1cc(-c2ccc(C)c(C)c2)c(=O)c2c(Nc3ccc(Oc4ccnc5cc(OCC(C)(C)O)ccc45)c(F)c3)nccc21,3000,active,active
CHEMBL5595618,CN(C)c1ccc(/C=C2\N=C(c3ccc(Cl)cc3)N(c3ccc(C(=O)OCC(=O)Nc4ccc(S(=O)(=O)Nc5nccs5)cc4)cc3)C2=O)cc1,110,active,active
CHEMBL5619487,O=C(N/N=C/c1ccccc1Cl)c1ccc(Nc2nc3ccccc3c3nncn23)cc1,53.81,active,inactive
CHEMBL5619692,O=C(Cc1ccccc1F)Nc1cccc(Sc2ccc3c(/C=C/c4ccccn4)n[nH]c3c2)c1,1.24,active,active
CHEMBL5624828,COc1cccc(C(=O)Nc2cccc(Sc3ccc4c(NC(C)=O)n[nH]c4c3)c2)c1,10.3,active,inactive
CHEMBL5630853,Cc1cc(NC(=O)c2cccc3cc(-c4cccc5[nH]nc(N)c45)ccc23)ccc1F,8.1,active,active
CHEMBL5631162,O=C(NCCCN1CCOCC1)c1cc(Oc2ccc(NC(=O)c3cn(-c4ccc(F)c(Cl)c4)c4ncccc4c3=O)cc2F)ccn1,100000,active,active
CHEMBL5631364,COc1ccc2c(c1)NC(=O)/C2=N\NC(=O)C1CCCN(C(C)C(=O)Nc2ccc(S(N)(=O)=O)cc2)C1,358,active,inactive
CHEMBL5631770,CC(C(=O)Nc1ccc(S(N)(=O)=O)cc1)N1CCCC(C(=O)N/N=C2\C(=O)Nc3ccccc32)C1,204,active,active
CHEMBL5631845,CCCNC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,160,active,inactive
CHEMBL5632016,NS(=O)(=O)c1ccc(-n2c(SCC(=O)N/N=C/c3ccc(Cl)cc3Cl)nc3cc4ccccc4cc3c2=O)cc1,640,active,active
CHEMBL5632302,COc1cc2nc(-c3ccccc3)n(-c3nnc(-c4ccc(Cl)cc4)s3)c(=O)c2cc1OC,3.8,active,inactive
CHEMBL5632719,O=C(Nc1ccc(-c2ccc3c(=O)[nH]cnc3c2)cc1)Nc1ccc(F)c(F)c1,0.77,active,active
CHEMBL5632998,O=C(Nc1ccc(Oc2nc(Cl)nc3ccccc23)cc1)c1cccnc1,60,active,active
CHEMBL5633079,NS(=O)(=O)c1ccc(NC(=O)CN2CCC(C(=O)N/N=C3\C(=O)Nc4ccc(F)cc43)CC2)cc1,811,active,active
CHEMBL5633828,O=C(Cn1c(=O)c2ccccc2n(Cc2ccccc2)c1=O)Nc1ccc(C(=O)N/N=C/c2ccc(Cl)cc2)cc1,120,active,active
CHEMBL5633901,CCn1c(SCCCN2C(=O)c3ccccc3C2=O)nc2cc3ccccc3cc2c1=O,44400,active,inactive
CHEMBL5633931,COc1cccc(N2CCN(CC(O)COc3ncnc4ccccc34)CC2)c1,2.89,active,inactive
CHEMBL5634036,O=[N+]([O-])c1ccc(COc2ncnc3ccc([N+](=O)[O-])cc23)cc1,4.71,active,active
CHEMBL5639139,CC(=O)N1CCN(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2F)CC1,193,active,active
CHEMBL5639321,c1cnc2c(NC[C@H]3CCCNC3)nc(-c3ccc(N4CCOCC4)cc3)cc2n1,97,active,active
CHEMBL5639346,OC1CNC[C@H](CNc2nc(-c3ccc(N4CCOCC4)cc3)cc3nccnc23)C1,1020,active,active
CHEMBL5639470,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2F)CC1,661,active,active
CHEMBL5639618,c1cnc2c(NC[C@@H]3CNCCO3)nc(-c3ccc(N4CCOCC4)cc3)cc2n1,264,active,active
CHEMBL5639659,N#Cc1cc(-c2cc3nccnc3c(NC[C@@H]3CNCCO3)n2)ccc1N1CCOCC1,480,active,active
CHEMBL5639679,c1cnc2c(NC[C@@H]3CNCCO3)nc(-c3ccc(C4CCOCC4)cc3)cc2n1,363,active,active
CHEMBL5639775,Fc1cc(-c2cc3nccnc3c(NC[C@@H]3CNCCO3)n2)ccc1N1CCOCC1,300,active,active
CHEMBL5639880,CC(=O)N1CCN(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,165,active,active
CHEMBL5639882,COc1nc(F)ccc1CNc1ccc(Cc2c[nH]c3ncc(C)cc23)c(F)n1,1100,active,active
CHEMBL5639978,FC1(F)CCNC[C@H]1CNc1nc(-c2ccc(N3CCOCC3)cc2)cc2nccnc12,61,active,active
CHEMBL5639989,CS(=O)(=O)N1CCN(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,125,active,active
CHEMBL5641527,NCCCNc1nc(-c2ccc(N3CCOCC3)cc2)cc2nccnc12,1482,active,active
CHEMBL5641911,CS(=O)(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2)CC1,390,active,active
CHEMBL5647091,c1cnc2c(NCC3CNCCS3)nc(-c3ccc(N4CCOCC4)cc3)cc2n1,137,active,active
CHEMBL5647317,Clc1cc(-c2cc3nccnc3c(NC[C@@H]3CNCCO3)n2)ccc1N1CCOCC1,338,active,active
CHEMBL5647595,CC(=O)N1CCC(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2F)CC1,263,active,active
CHEMBL5647636,CS(=O)(=O)N1CCN(c2ccc(-c3cc4nccnc4c(NC[C@@H]4CNCCO4)n3)cc2F)CC1,279,active,active
CHEMBL5661831,Nc1nccn2c1c(-c1cc3cccc(Cl)c3[nH]1)nc2[C@H]1CC[C@H](C(=O)O)CC1,40000,active,active
CHEMBL5661858,C=CC(=O)Nc1ccc2ncn(-c3cncc(Nc4ccccc4)n3)c2c1,550,active,inactive
CHEMBL5661872,Cc1[nH]c(/C=C2/C(=O)Nc3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc32)c(C)c1C(=O)N1CCN(C)CC1,1300,active,active
CHEMBL5665391,COc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,800,active,inactive
CHEMBL5739900,CCCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,12500,active,active
CHEMBL5740291,O=C(Nc1ccc(F)cc1)C1(C(=O)Nc2ccc(Oc3ccnc4cc(OC5COC5)c5c(c34)OCCO5)c(F)c2)CC1,50,active,active
CHEMBL5740332,COc1cc2c(Nc3ccc(Br)cc3)ncnc2cc1O[C@@H]1CO[C@@H]2[C@H]1OC[C@H]2F,525,active,inactive
CHEMBL5740493,CC(C)(C)n1nc(-c2[nH]c3cc(C(=O)NCC4CCOCC4)ccc3c2Cl)c2c(N)ncnc21,30000,active,active
CHEMBL5740622,CC(C)(C)n1nc(-c2[nH]c3cc(C(=O)NCCC(F)(F)F)ccc3c2Cl)c2c(N)ncnc21,26100,active,active
CHEMBL5741829,COc1cc(OC)c(F)c(N(CC2CCC(=O)N2)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1F,8.91,active,inactive
CHEMBL5741846,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cc(C(=O)N=S3(=O)CCN(C(N)=O)CC3)cnc2N)c1,2,active,active
CHEMBL5741946,O=C(Nc1ccc(F)c(Nc2ncccc2-c2ncnc3[nH]cnc23)c1F)c1cc(N2CCC(O)CC2)cc(C(F)(F)F)c1,3440,active,active
CHEMBL5742274,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNC(C)C(C)C)ccc1N2,8.81,active,inactive
CHEMBL5742348,CC(C)(C)n1nc(-c2[nH]c3ccccc3c2F)c2c(N)ncnc21,7320,active,active
CHEMBL5742729,CN(C)C(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5743303,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc1c(C(F)(F)F)nn(C)c1Oc1ccc(Cl)cc1Cl,525,active,active
CHEMBL5743342,CNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,14.2,active,inactive
CHEMBL5743465,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CNCCO)ccc2N3)cc1O,0.407,active,inactive
CHEMBL5743671,O=C(Nc1cccc(C(=O)c2ccc3ncc(-c4cn[nH]c4)nc3c2)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,100,active,active
CHEMBL5744116,Cc1cc(OCCN(C)C)c2oc3cc(Oc4ccc(CCNC(=O)N5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5744483,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(CN4CCC(C)(C)CC4)ccc2N3)cc1O,0.595,active,inactive
CHEMBL5744783,COc1cc(OC)cc(N(Cc2ncc[nH]2)c2ccc3ncc(-c4cnn(C)c4)c(Cl)c3n2)c1,5.89,active,inactive
CHEMBL5745036,O=C(Nc1ccc(Nc2ncnc3cc(OCCCN4CCCC4)c4c(c23)OCCO4)cc1Cl)NC1CC1,50,active,active
CHEMBL5745480,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(C(=O)NCc3cccc(Cl)c3)ccc1N2,13.9,active,active
CHEMBL5745861,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)NC4CCCC(O)C4)ccc2N3)cc1O,0.778,active,active
CHEMBL5746267,COc1cccc(NC(=O)Nc2ccc(Nc3ncnc4cc(OC)c5c(c34)OCCO5)cc2Cl)c1,50,active,active
CHEMBL5747825,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCOC)cc3)n[nH]c2c1,3.1,active,active
CHEMBL5749623,CC(C)(C)n1nc(-c2ccc3cc(C(=O)Nc4nncs4)[nH]c3c2)c2c(N)ncnc21,4100,active,active
CHEMBL5749807,COc1cc(OC)c(Cl)c(-c2ccc3c(NC(=O)c4ccc(N5CCN(C(C)=O)CC5)cc4)n[nH]c3c2)c1Cl,600,active,active
CHEMBL5750053,COC(=O)CCCCS(=O)(CCCCC(=O)OC)=NC(=O)c1cnc(N)c(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c1,88,active,inactive
CHEMBL5750458,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CNCC(C)(C)C)ccc1N2,4.17,active,inactive
CHEMBL5750470,CC(C)OCCCNC(=O)c1ccc2c(Cl)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,30000,active,active
CHEMBL5750518,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C=NOC,668,active,active
CHEMBL5750665,COP(=O)(OC)c1cnc(N)c(-c2ccc(NC(=O)Nc3cc(C)ccc3F)cc2)c1,133,active,inactive
CHEMBL5751305,Cc1c(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccnc1-c1cnn(C)c1,317,active,active
CHEMBL5751343,Cc1cc(OCCCN2C[C@@H](C)N(C)[C@@H](C)C2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
CHEMBL5751825,CC1(C)OB(c2cnc(N)c(-c3cc4cc(NC(=O)Nc5cc(C(F)(F)F)ccc5F)ccc4s3)c2)OC1(C)C,17,active,inactive
CHEMBL5751859,Nc1ncnc2c1c(-c1[nH]c3cc(C(=O)NC4CC4)ccc3c1Cl)nn2CC(F)(F)F,4650,active,active
CHEMBL5752020,CS(C)(=O)=NC(=O)c1c[nH]c(-c2cc(Oc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)ccn2)c1,46,active,active
CHEMBL5752161,CC(NC(=O)c1ccc(C2CC2)c(-c2ccc3nc(Nc4cnn(C5CC5)c4)ncc3c2)c1)c1cccc(C(F)(F)F)c1,1000,active,active
CHEMBL5752251,CNC(=O)c1ccc2c(Br)c(-c3nn(C(C)(C)C)c4ncnc(N)c34)[nH]c2c1,9010,active,active
CHEMBL5753117,Cn1nc(-c2[nH]c3ncccc3c2Cl)c2c(N)ncnc21,30000,active,inactive
CHEMBL5753617,CNC(=O)c1cc2ccc(-c3nn(C4CCC(C)(O)C4)c4ncnc(N)c34)cc2[nH]1,13000,active,active
CHEMBL5753743,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@H]1C[C@@H]2CN(C)C[C@@H]2C1,525,active,inactive
CHEMBL5753909,C=CC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C=CC,66,active,active
CHEMBL5756659,COc1cc(OC)c(F)c(N(CCCC#N)c2ccc3ncc(-c4cnn(C)c4)cc3n2)c1,7.24,active,active
CHEMBL5756822,Cc1cccc(-c2nc3n(c2-c2ccnc(NCCN4CCOCC4)c2)[C@H]2CC[C@@H]3C2)n1,10000,active,inactive
CHEMBL5756960,CCC(NC(=O)c1ccc(C2CC2)c(-c2ccc3nc(Nc4cnn(C5CC5)c4)ncc3c2)c1)c1cccc(C(F)(F)F)c1,1000,active,active
CHEMBL5756994,Cn1ccc(NC(=O)c2ccc3cc(-c4nn(C(C)(C)C)c5ncnc(N)c45)[nH]c3c2)n1,2020,active,active
CHEMBL5757111,COc1cc(CCc2cc(-c3nc4cc(CN5CCN(CCN6CCOCC6)CC5)ccc4[nH]3)n[nH]2)cc(OC)c1,125,active,active
CHEMBL5757195,COc1cc2c(Nc3cc(Cl)c(Br)cc3F)ncnc2cc1OC[C@H]1CN2CCOCC2CO1,50,active,active
CHEMBL5757353,CNC(=O)c1cc2ccc(-c3nn(C4CC4)c4ncnc(N)c34)cc2[nH]1,23900,active,active
CHEMBL5757476,O=C(Nc1ccc(Oc2ccnc3cc(OCCCN4CCCC4)c4c(c23)OCCO4)cc1)Nc1ccc(Cl)c(C(F)(F)F)c1,50,active,active
CHEMBL5757962,O=C(Nc1ccc(Oc2ncnc3cc(OCCCN4CCOCC4)c4c(c23)OCCO4)c(F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,50,active,active
CHEMBL5758936,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)NCCOCCOCCOCCOC)cc3)n[nH]c2c1,3.9,active,active
CHEMBL5759280,Cc1ccc(O)cc1Nc1ccnc2c1C(=O)Nc1cc(CN[C@@H](CO)C(C)C)ccc1N2,6.42,active,inactive
CHEMBL5759319,CCCNCc1ccc2c(c1)NC(=O)c1c(Nc3cc(O)ccc3C)ccnc1N2,4.79,active,inactive
CHEMBL5759396,Cc1cc(F)c(Nc2ccnc3c2C(=O)Nc2cc(C(=O)O)ccc2N3)cc1O,25.6,active,inactive
CHEMBL5759397,COc1cc(/N=c2\ccc3ncc(-c4cnn(C)c4)cc3n2CCNC(C)C)c(F)c(OC)c1,45.7,active,inactive
CHEMBL5759432,COc1cc2nccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2c2c1OCCO2,50,active,active
CHEMBL5760825,COCCOc1cc2ncnc(Oc3ccc(NC(=O)NC4CCCC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5760971,CNC(=O)c1cc2[nH]c(-c3nn(C(C)(C)C)c4ncnc(N)c34)c(Cl)c2cc1Cl,1480,active,active
CHEMBL5761080,Cc1cn(-c2cc(C(=O)Nc3ccc(F)c(Nc4ncccc4-c4ncnc5[nH]cnc45)c3F)cc(C(F)(F)F)c2)cn1,4700,active,active
CHEMBL5761229,CC(C)(C)OC(=O)N1CCC(n2nc(-c3[nH]c4cc(C(=O)NC5CC5)ccc4c3Cl)c3c(N)ncnc32)CC1,20000,active,inactive
CHEMBL5761942,COC(=O)CCCCCNC(=O)c1cnc(N)c(-c2cc3cc(NC(=O)Nc4cccc(C)c4)ccc3s2)c1,132,active,inactive
CHEMBL5762024,CCC1Cc2nc(COc3cc4ncnc(Nc5ccc(Cl)c(Cl)c5)c4cc3OC)sc2CN1,10500,active,active
CHEMBL5762911,Cc1ccoc1C(=O)Nc1cccc(C#Cc2cncc(C(=O)N=S3(=O)CCN(C(=O)NCC(=O)O)CC3)c2)c1,4,active,active
CHEMBL5764170,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccc(NC(=O)COCCOCCOCCOC)cc3)n[nH]c2c1,4.2,active,active
CHEMBL5765433,CC(C)(C)n1nc(-c2ccc3cc(C(N)=O)[nH]c3c2)c2c(N)ncnc21,7090,active,active
CHEMBL5766284,COc1cc2ncnc(Oc3ccc(NC(=O)NC4CCCC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5766792,CNC(=O)c1ccccc1Sc1ccc2c(C#Cc3ccccn3)n[nH]c2c1,5.5,active,active
CHEMBL5766880,COCCOc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccnc(OC)c4)c(Cl)c3)c2c2c1OCCO2,50,active,inactive
CHEMBL5766970,COCCOc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2c2c1OCCO2,50,active,active
CHEMBL5767398,COc1cccc(Sc2sc3nc(N)nc(N)c3c2C)c1,56300,active,active
CHEMBL5767745,COCCOc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccn4)c(Cl)c3)c2c2c1OCCO2,5000,active,inactive
CHEMBL5767992,Cc1cc(OCCCN2C[C@@H](C)N[C@@H](C)C2)c2oc3cc(Oc4ccc(CCC(=O)NC5CCCC5)nc4)ccc3c(=O)c2c1,10000,active,active
